# 274,cat274|Краскораспылитель пневматический
 1|Краскораспылитель пневматический с ВЕРХНИМ бачком|274|57315|798|788|777||norow|Краскораспылитель пневматический| MATRIX с ВЕРХНИМ бачком 1.0 л, сменные сопла 1.2, 1.5, 1.8 мм <span class=art>арт. 57315</span>|</span><span class="for">Для нанесения защитных, декоративных, изоляционных покрытий на различные поверхности: пластик, металл, дерево, керамику</span><span class="addt">Применяется при проведении наружных и внутренних отделочных работ, окраске металлоконструкций в автосервисах, нанесении пожаростойких составов.||/img/pic/shmal/small/57315.jpg|/img/pic/shmal/big/57315.jpg
 1|Гладилка 270 х 130 мм, нержавеющая сталь, деревянная рукоятка   |155|27-0-000   |288,00|282,00|277,00|510|norow|| RemoColor <span class="art">арт. 27-00-000</span>|</span><span class="for">Для равномерного распределения строительных растворов, смесей и клеев; сглаживания швов и неровностей</span></p><UL><LI>Зеркально отполированное полотно из нержавеющей стали <b>0,6 мм</b>.<LI>Алюминиевый армирующий стержень.<LI>Рукоятка из <b>бука</b>, пропитанного воском.</UL><p><span class="addt">||/img/pic/shmal/small/27-00-000.jpg|/img/pic/shmal/big/27-00-000.jpg
 0|Гладилка 270 х 130 мм, нерж. сталь, деревянная рукоятка         |155|27-0-000   |470,35|466,32|462,15|510|
#1|Гладилка из нержавеющей стали 280 х 130 мм                      |155|86732      |269.00|264.00|261.00|510|norow|| MATRIX <span class=art>арт. 86732</span>|</span></p><UL><LI>Полотно из высокоуглеродистой нержавеющей стали.<LI>Зеркальная полировка.<LI>Деревянная рукоятка.</UL><p><span class="addt">||/img/pic/shmal/small/gl86735m.jpg|/img/pic/shmal/big/gl86735m.jpg
#0|Гладилка нерж. ст. 280х130 мм, зеркальная полировка, дерев. рук.|155|86732      |322,80|316,80|313,20|510|
#1|Гладилка 270 х 130 мм, нержавеющая сталь, деревянная рукоятка   |155|27-00-000  |288|282|277|510|norow|| RemoColor <span class="art">арт. 27-00-000</span>|</span><span class="for">Для равномерного распределения строительных растворов, смесей и клеев; сглаживания швов и неровностей</span></p><UL><LI>Зеркально отполированное полотно из нержавеющей стали <b>0,6 мм</b>.<LI>Алюминиевый армирующий стержень.<LI>Рукоятка из <b>бука</b>, пропитанного воском.</UL><p><span class="addt">||/img/pic/shmal/small/27-00-000.jpg|/img/pic/shmal/big/27-00-000.jpg
#0|Гладилка 270 х 130 мм, нерж. сталь, деревянная рукоятка         |155|27-00-000  |288|282|277|510|
#1|Гладилка пластиковая 280 х 140 мм, толщина 3 мм                 |155|0809-242803|218|212|215|510|norow|| HARDY (Польша) <span class="art">арт. 0809-242803</span>|||/img/pic/shmal/small/0809-242803.jpg|/img/pic/shmal/big/0809-242803.jpg
#0|Гладилка пластиковая 280 х 140 мм, толщ. 3 мм HARDY             |155|0809-242803|218|212|215|510|
#1|Гладилка из нержавеющей стали                                   |155|0800-252800|398|393|388|510|norow|| HARDY (Польша), серия 25 ПРОФИ, деревянная рукоятка <span class="art">арт. 0800-252800</span>|||/img/pic/shmal/small/0800-252800.jpg|/img/pic/shmal/big/0800-252800.jpg
#0|Гладилка нерж. ст. 280 х 130 мм HARDY                           |155|0800-252800|398|393|388|510|
#1|Гладилка из нержавеющей стали                                   |155|0800-282800|409|404|397|510|norow|| HARDY (Польша), серия 28 ПРОФИ, двухкомпонетная рукоятка <span class="art">арт. 0800-282800</span>|||/img/pic/shmal/small/0800-282800.jpg|/img/pic/shmal/big/0800-282800.jpg
#0|Гладилка нерж. ст. 280 х 120 мм HARDY                           |155|0800-282800|409|404|397|510|
#1|Гладилка из нержавеющей стали                                   |155|0800-331327|158|155|152|510|norow|| HARDY (Польша), серия 33 ПРОФИ, пластмассовая рукоятка <span class="art">арт. 0800-331327</span>|||/img/pic/shmal/small/0800-331327.jpg|/img/pic/shmal/big/0800-331327.jpg
#0|Гладилка нерж. ст. 270 х 130 мм HARDY                           |155|0800-331327|158|155|152|510|
#1|Гладилка из нержавеющей стали 200 х 80 х 80 мм                  |155|0800-362000|445|441|435|510|norow|| &laquo;Stucco&raquo; HARDY (Польша) с закругленными краями <span class="art">арт. 0800-362000</span>|</span></p><UL><LI>Наивысшее качество.<LI>Закругленные полированные края.<LI>Нержавеющая сталь многократной вальцовки.<LI>Не оставляет серых следов на рабочей поверхности.</UL><p><span class="addt">||/img/pic/shmal/small/0800-362400.jpg|/img/pic/shmal/big/0800-362400.jpg
#1|Гладилки из нержавеющей стали                                   |155|0800-362000|445|441|435|510|norow|| &laquo;Stucco&raquo; HARDY (Польша) с закругленными краями|</span></p><UL><LI>Наивысшее качество.<LI>Закругленные полированные края.<LI>Нержавеющая сталь многократной вальцовки.<LI>Не оставляет серых следов на рабочей поверхности.</UL><p><span class="addt">||/img/pic/shmal/small/0800-362400.jpg|/img/pic/shmal/big/0800-362400.jpg
#0|Гладилка нерж. ст. 200 х  80 х  80 мм &laquo;Stucco&raquo; HARDY|155|0800-362000|445|441|435|510|
#0|Гладилка нерж. ст. 240 х 110 х  90 мм &laquo;Stucco&raquo; HARDY|155|0800-362400|569|559|552|510|
#0|Гладилка нерж. ст. 280 х 120 х 100 мм &laquo;Stucco&raquo; HARDY|155|0800-362800|588|577|568|510|
#1|Гладилки из нержавеющей стали                                   |155|0800-434800|345|338|333|510|norow|| &laquo;швейцарские&raquo; HARDY (Польша), серия 43 ПРОФИ, деревянная рукоятка|||/img/pic/shmal/small/0800-434800.jpg|/img/pic/shmal/big/0800-434800.jpg
#0|Гладилка нерж. ст. "швейцарская" 280 х 130 мм HARDY             |155|0800-432800|345|338|333|510|
#0|Гладилка нерж. ст. "швейцарская" 480 х 130 мм HARDY             |155|0800-434800|598|585|577|510|
#0|Гладилка нерж. ст. "швейцарская" 580 х 130 мм HARDY             |155|0800-435800|698|679|665|510|
#0|Гладилка нерж. ст. "швейцарская" 680 х 130 мм HARDY             |155|0800-436800|848|833|822|510|
#1|Гладилки из нержавеющей стали зубчатые                          |155|0800-252806|389|382|375|510|norow|| HARDY (Польша), серия 25 ПРОФИ, деревянная рукоятка|||/img/pic/shmal/small/0800-252808.jpg|/img/pic/shmal/big/0800-252808.jpg
#0|Гладилка нерж. ст. 280 х 130 мм, зуб &numsp;6 х&numsp;6 мм HARDY|155|0800-252806|389|382|375|510|
#0|Гладилка нерж. ст. 280 х 130 мм, зуб &numsp;8 х&numsp;8 мм HARDY|155|0800-252808|389|382|375|510|
#0|Гладилка нерж. ст. 280 х 130 мм, зуб       10 х      10 мм HARDY|155|0800-252810|422|415|404|510|
#0|Гладилка нерж. ст. 280 х 130 мм, зуб       12 х      12 мм HARDY|155|0800-252812|389|382|375|510|
#0|Гладилка нерж. ст. 280 х 130 мм, зуб       14 х      14 мм HARDY|155|0800-252814|338|333|325|510|
#1|Гладилка стальная                                               |155|86774      |165|158|152|510|norow|| MATRIX    280&nbsp;х&nbsp;130&nbsp;мм <span class=art>арт. 86774</span>|</span></p><UL><LI>Полотно из высокоуглеродистой стали.<LI>Зеркальная полировка.<LI>Рукоятка из ударопрочной пластмассы, имеет эргономичную форму.</UL><p><span class="addt">||/img/pic/shmal/small/GLADILKA_86774.png|/img/pic/shmal/big/jpg
#0|Гладилка стальная                      280 х 130 мм             |155|86774      |165|158|152|510
#1|Гладилка из нержавеющей стали зубчатая                          |155|27-1-006   |198|192|188|510|norow|| REMOCOLOR 270&nbsp;х&nbsp;130&nbsp;мм, зуб 6&nbsp;х&nbsp;6&nbsp;мм с пластиковой рукояткой <span class=art>арт. 27-1-006</span>|</span></p><UL><LI>Полотно из нержавеющей стали с зеркальной полировкой.<LI>Гладилка снабжена удобной ударопрочной пластмассовой рукояткой.</UL><p><span class="addt">||/img/pic/shmal/small/27-1-006.gif|/img/pic/shmal/big/jpg
#0|Гладилка из нержавеющей стали зубчатая 270 х 130 мм             |155|27-1-006   |198|192|188|510
#1|Гладилка стальная             зубчатая                          |155|86775      |185|178|173|510|norow|| MATRIX    280&nbsp;х&nbsp;130&nbsp;мм, зуб 6&nbsp;х&nbsp;6&nbsp;мм <span class=art>арт. 86775</span>|</span></p><UL><LI>Полотно из высокоуглеродистой стали с зеркальной полировкой.<LI>Рабочая поверхность гладилки имеет квадратные зубья.<LI>Рукоятка из ударопрочной пластмассы, имеет эргономичную форму.</UL><p><span class="addt">||/img/pic/shmal/small/GLADILKA_86775.jpg|/img/pic/shmal/big/jpg
#0|Гладилка стальная             зубчатая 280 х 130 мм             |155|86775      |185|178|173|510
#1|Гладилка из нержавеющей стали                                   |155|27-0-000   |249|239|233|510|norow|| REMOCOLOR 280&nbsp;х&nbsp;130&nbsp;мм с деревянной рукояткой <span class=art>арт. 27-0-000</span>|</span></p><UL><LI>Полотно из нержавеющей стали с зеркальной полировкой.<LI>Гладилка снабжена удобной деревянной лакированной рукояткой.</UL><p><span class="addt">||/img/pic/shmal/small/27-0-000.png|/img/pic/shmal/big/jpg
#0|Гладилка из нержавеющей стали          280 х 130 мм             |155|27-0-000   |249|239|233|510
#1|Гладилка стальная                                               |155|86733      |265|250|240|510|norow|| MATRIX    280&nbsp;х&nbsp;130&nbsp;мм <span class=art>арт. 86733</span>|</span></p><UL><LI>Полотно из нержавеющей стали.<LI>Зеркальная полировка.<LI>Деревянная рукоятка.</UL><p><span class="addt">||/img/pic/shmal/small/gl86733m.jpg|/img/pic/shmal/big/gl86733m.jpg
#0|Гладилка стальная                      280 х 130 мм             |155|86733      |265|250|240|510
#1|Гладилки из нержавеющей стали                                   |155|86734      |425|405|390|510|norow|| MATRIX|</span></p><UL><LI>Полотно из нержавеющей стали.<LI>Зеркальная полировка.<LI>Деревянная рукоятка.</UL><p><span class="addt">||/img/pic/shmal/small/gl86735m.jpg|/img/pic/shmal/big/gl86735m.jpg
#0|Гладилка из нержавеющей стали          480 х 130 мм             |155|86734      |425|405|390|510
#0|Гладилка из нержавеющей стали          600 х 130 мм             |155|86735      |535|510|490|510
#1|Гладилка из нержавеющей стали         |155|27-0-006             |179|172|169|||| зубчатая REMOCOLOR 280&nbsp;х&nbsp;130&nbsp;мм, зуб 6&nbsp;х&nbsp;6&nbsp;мм, с деревянной рукояткой <span class=art>арт. 27-0-006</span>|</span></p><UL><LI>Полотно из нержавеющей стали с зеркальной полировкой.<LI>Рабочая поверхность гладилки имеет квадратные зубья.<LI>Гладилка снабжена удобной деревянной рукояткой.</UL><p><span class="addt">||/img/pic/shmal/small/GLADILKA_27-0-006.jpg|/img/pic/shmal/big/jpg
#1|Гладилка из нержавеющей стали         |155|86776                |225|215|205|||| MATRIX 280&nbsp;х&nbsp;130&nbsp;мм <span class=art>арт. 86776</span>|</span></p><UL><LI>Полотно из высокоуглеродистой нержавеющей стали.<LI>Зеркальная полировка.<LI>Рукоятка из ударопрочной пластмассы, имеет эргономичную форму.</UL><p><span class="addt">||/img/pic/shmal/small/GLADILKA.jpg|/img/pic/shmal/big/GLADILKA.jpg
